Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
200011,2020,10/16/2020,Killingworth,614 ROUTE 148,209010.00,200000.00,1.045,Residential,Single Family,25 - Other,NO MARKET EXPOSURE,,
200012,2020,10/26/2020,Bethlehem,70 MAIN STREET NORTH,131600.00,261000.00,0.5042,Residential,Single Family,,,,POINT (-73.20605 41.64412)
200095,2020,11/24/2020,Guilford,386 BOSTON ST,183070.00,220000.00,0.832136364,Residential,Single Family,,,,
200055,2020,11/19/2020,Essex,HILLSIDE DR,5600.00,5000.00,1.12,Vacant Land,,12 - Non Buildable Lot,EXCESS LAND,,
201285,2020,09/08/2021,Bristol,1325 FARMINGTON AVE UN 6,122990.00,211000.00,0.5828,Residential,Condo,,,,POINT (-72.89786 41.69866)
200110,2020,01/26/2021,East Haddam,202 FOX HOPYARD RD,70220.00,150000.00,0.4681,Vacant Land,,,,,POINT (-72.346 41.44236)
20537,2020,03/17/2021,Hartford,31 BENTON ST,23380.00,65000.00,0.359692308,Commercial,,25 - Other,ABUTTER BLOCKCHAIN,,POINT (-72.67513 41.74752)
200167,2020,03/31/2021,Cromwell,44R FIELD ROAD,69790.00,150000.00,0.4652,Vacant Land,,,,,POINT (-72.64463 41.62459)
200496,2020,05/05/2021,Enfield,15 ELAN ST,106810.00,180000.00,0.5933,Residential,Single Family,,,,POINT (-72.60296 41.96431)
200476,2020,01/21/2021,Manchester,1121 & 1135 MIDDLE TURNPIKE EA,92500.00,62000.00,1.4919,Vacant Land,,25 - Other,TWO PROPERTIES ONE SALES PRICE,,
20236,2020,12/22/2020,East Hartford,31 HIGH ST #10202,78270.00,135900.00,0.5759,Residential,Condo,,,,
20000052,2020,12/01/2020,Granby,29 GRANBY FARMS RD,211120.00,371000.00,0.569,Residential,Single Family,,,,
200842,2020,06/02/2021,Manchester,588A EAST CENTER STREET,88500.00,125000.00,0.708,Residential,Condo,,,,
201163,2020,07/06/2021,Danbury,7 FLINTLOCK DR,275500.00,540000.00,0.5101,Residential,Single Family,,E07099,,POINT (-73.49065 41.43009)
201032,2020,07/27/2021,Hartford,163 ASHLEY ST,94117.00,299000.00,0.3147,Residential,Three Family,,,,
200930,2020,05/12/2021,Danbury,100 WINDING RIDGE WA,18200.00,576002.00,0.0315,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION / B15002-87,,
200227,2020,03/12/2021,Madison,18 LEE WAY,244600.00,405000.00,0.6039,Residential,Single Family,,,,
201252,2020,06/25/2021,Greenwich,87 VIEW STREET WEST,513100.00,850000.00,0.6036,Residential,Single Family,,,,POINT (-73.65178 41.00751)
200008,2020,10/05/2020,Killingly,191 MAPLE ST,99400.00,273500.00,0.3634,Residential,Single Family,14 - Foreclosure,,,
200667,2020,08/23/2021,East Haven,44 SYLVAN HILLS RD,155080.00,250000.00,0.62032,Residential,Single Family,,,,
200047,2020,10/23/2020,Avon,21 CLIFF DRIVE,155390.00,249000.00,0.624,Residential,Single Family,,,,POINT (-72.87619 41.80986)
200391,2020,06/24/2021,Madison,WILDWOOD AVE MAP 54-LOT 21,13200.00,250000.00,0.0528,Vacant Land,,28 - Use Assessment,sale of property classified as pa 490 open space,,POINT (-72.63839 41.28662)
20264,2020,04/07/2021,Bethel,127 OLD HAWLEYVILLE ROAD,230160.00,400000.00,0.5754,Residential,Single Family,25 - Other,FOR SALE BY OWNER,,POINT (-73.37926 41.40529)
20097,2020,08/20/2021,Ashford,80 BICKNELL RD,1270400.00,2975024.00,0.427,Apartments,,25 - Other,"SALE INCLUDED 3 OTHER PROPERTIES IN ASHFORD, 1 IN MANSFIELD + 1 IN WILLINGTON. FANNIE MAE LOAN ASSUM",,POINT (-72.15898 41.84421)
200186,2020,01/13/2021,Guilford,312 OLD WHITFIELD ST,188520.00,161500.00,1.1673,Residential,Single Family,08 - Part Interest,,,
200090,2020,12/21/2020,Cromwell,27 WOODLAND DR,60270.00,117000.00,0.515128205,Residential,Condo,07 - Change in Property,UPDATE/REMOD NOT REFLECTED IN OUR RECORD,,POINT (-72.67709 41.6136)
2000157,2020,03/01/2021,Bloomfield,12 ANTHONY'S WAY,349370.00,600000.00,0.5822,Residential,Single Family,,,,
200080,2020,11/05/2020,Guilford,2 WINTERBERRY RD,239550.00,480000.00,0.499,Residential,Single Family,,,,
201190,2020,08/17/2021,Bristol,295 REDSTONE HILL RD UN 29,40110.00,90500.00,0.4432,Residential,Condo,,,,
200434,2020,08/26/2021,Killingly,17 UPLAND DR,142590.00,321000.00,0.4442,Residential,Single Family,,,,
200618,2020,07/13/2021,Branford,33C ROCKLEDGE,89900.00,135000.00,0.6659,Residential,Condo,,,,
200194,2020,02/05/2021,East Lyme,5 ROCCO DR,170660.00,220000.00,0.7757,Vacant Land,,,,,POINT (-72.22025 41.3942)
200215,2020,07/29/2021,Canton,91 ANDREW DRIVE,321350.00,570000.00,0.5637,Residential,Single Family,,,,POINT (-72.88566 41.88205)
201332,2020,09/20/2021,Bristol,14 INWOOD LN,158760.00,345000.00,0.4601,Residential,Single Family,,,,POINT (-72.89724 41.71331)
201259,2020,07/12/2021,Griswold,21 BOW LANE,134960.00,305000.00,0.4424,Residential,Single Family,,,,POINT (-71.91416 41.61836)
200429,2020,05/03/2021,Groton,38 WARD AVE,246470.00,558000.00,0.4417,Residential,Single Family,,,,
20267,2020,04/19/2021,Darien,8 SOUTH TRAIL,2299640.00,3622500.00,0.6348,Residential,Single Family,,,,POINT (-73.45966 41.0703)
20041,2020,06/02/2021,Eastford,52 LAKESIDE DR,132040.00,265000.00,0.4982,Residential,Single Family,,,,
200117,2020,04/12/2021,Canton,52 COUNTRY LANE,160850.00,280000.00,0.5744,Residential,Single Family,,,,
2020274,2020,07/09/2021,Ansonia,48 ROCKWOOD AVE,161500.00,372000.00,0.4341,Residential,Single Family,,,,POINT (-73.07612 41.35426)
200320,2020,02/18/2021,Glastonbury,31 CONCORD ST,209500.00,330000.00,0.6348,Commercial,,,,,POINT (-72.60451 41.7146)
200235,2020,01/08/2021,Groton,27 RIVERVIEW AVE (CITY),104510.00,145000.00,0.720758621,Residential,Single Family,,,,POINT (-72.07662 41.36551)
200134,2020,01/25/2021,Killingly,30 WATERMAN ST,126840.00,223000.00,0.5687,Residential,Single Family,01 - Family,,,
2000142,2020,02/09/2021,Bloomfield,5 TIFFANY LANE,129290.00,239000.00,0.5409,Residential,Single Family,,,,POINT (-72.7388 41.85261)
200035,2020,10/19/2020,East Lyme,32 WHITECAP RD,311570.00,725000.00,0.4297,Residential,Single Family,,,,
2000246,2020,03/29/2021,Cheshire,227 WIESE RD,272250.00,480000.00,0.5671,Residential,Single Family,,,,POINT (-72.88664 41.50615)
200038,2020,04/29/2021,Canaan,194 RT 7 S,80900.00,345000.00,0.234492754,Vacant Land,,15 - Government Agency,TOWN WATER CO SALE INCLUDED  12 MAIN ST & 79 BEEBE HILL RD,,POINT (-73.3594 41.94371)
200411,2020,04/22/2021,East Haven,108 FOREST ST EXT,120870.00,315000.00,0.383714286,Residential,Single Family,,,GOOD SALE PER MLS,
201228,2020,06/09/2021,Griswold,70 OSGA LANE,47740.00,80000.00,0.5967,Vacant Land,,,,,POINT (-71.91687 41.56653)
200197,2020,09/10/2021,Hebron,55 KNOLLWOOD DR,259800.00,531800.00,0.4885,Residential,Single Family,,,,
200539,2020,08/30/2021,Guilford,35 GRAVES AVE,212490.00,600000.00,0.3541,Residential,Single Family,,,,POINT (-72.6792 41.28349)
201287,2020,06/30/2021,Greenwich,190 STANWICH ROAD,1638350.00,2795000.00,0.5861,Residential,Single Family,,,,POINT (-73.60473 41.06277)
200500,2020,08/31/2021,Madison,81 ISLAND AVE,1070000.00,2200000.00,0.4863,Residential,Single Family,,,,POINT (-72.60062 41.27334)
200468,2020,01/07/2021,Greenwich,55 LOCUST STREET UNB,394870.00,660000.00,0.5982,Residential,Condo,,,,
20086,2020,11/02/2020,East Hartford,16 ALEXANDER DR,119100.00,225000.00,0.5293,Residential,Single Family,,,,POINT (-72.58438 41.74346)
201393,2020,07/13/2021,Greenwich,55 CUTLER ROAD,1138970.00,2147750.00,0.5303,Residential,Single Family,25 - Other,NOT LISTED,,POINT (-73.70804 41.10155)
20059,2020,12/16/2020,Franklin,79 ROUTE 32,199610.00,40000.00,4.9902,Residential,Single Family,09 - Tax,TAX CERT,,POINT (-72.13202 41.57292)
200181,2020,01/29/2021,Madison,7 LAWSON DR,442900.00,738500.00,0.5997,Residential,Single Family,,,,POINT (-72.59271 41.27257)
20106,2020,03/01/2021,Burlington,3 WEST LEDGE,160740.00,681994.00,0.2356,Residential,Single Family,07 - Change in Property,NEW DWELLING,,
200299,2020,04/29/2021,Madison,46 NECK RD,301800.00,400000.00,0.7545,Residential,Single Family,,,,
200026,2020,10/16/2020,Avon,1 POND CIRCLE,140590.00,215210.00,0.6532,Residential,Condo,,,,
2000356,2020,06/02/2021,Cheshire,477 SHARON DR,162380.00,355000.00,0.4574,Residential,Single Family,,,,POINT (-72.91675 41.48202)
200356,2020,05/24/2021,Guilford,54 MOUNTAIN TR,144080.00,345000.00,0.4176,Residential,Single Family,,,,
200494,2020,08/30/2021,Madison,589 HORSEPOND RD,174500.00,380000.00,0.4592,Residential,Single Family,,,,POINT (-72.60539 41.31956)
20505,2020,07/26/2021,Darien,40 BIRCH RD,1374380.00,2425000.00,0.5667,Residential,Single Family,,,,
200108,2020,10/20/2020,Greenwich,241 HAMILTON AVENUE,453040.00,925000.00,0.4897,Residential,Three Family,25 - Other,NOT LISTED,,POINT (-73.64065 41.01613)
200162,2020,11/03/2020,Danbury,26 CLEARVIEW & LONGVIEW,177500.00,350000.00,0.507142857,Residential,Single Family,25 - Other,2 PARCELS SOLD TOGETHER / K04062 & K04070,,POINT (-73.43335 41.44743)
20014,2020,01/04/2021,Andover,115 CONE RD,160900.00,304695.00,0.528,Residential,Single Family,,,,
200862,2020,09/21/2021,Glastonbury,17 STONY BROOK DR 3C5,58700.00,130000.00,0.4515,Residential,Condo,,,,
201322,2020,09/30/2021,Manchester,50 SAULTERS ROAD,93900.00,165000.00,0.569,Residential,Single Family,,,,
20938,2020,09/23/2021,East Hartford,39 LAFAYETTE AVE,71230.00,185000.00,0.385027027,Residential,Single Family,,,GOOD SALE PER MLS,POINT (-72.62125 41.73475)
200018,2020,12/22/2020,Bridgewater,350 NORTHRUP STREET,663300.00,875000.00,0.758,Residential,Single Family,,,,POINT (-73.35163 41.48323)
20262,2020,12/22/2020,Hartford,52 SOUTH WHITNEY ST,46620.00,220000.00,0.2119,Residential,Two Family,,,,POINT (-72.70923 41.75863)
200545,2020,09/03/2021,Guilford,52 SPRUCE HILL DR,326870.00,615000.00,0.5314,Residential,Single Family,07 - Change in Property,,,
200343,2020,12/09/2020,Danbury,20 E PEMBROKE RD 23,113600.00,200000.00,0.568,Residential,Condo,,I09028-23,,POINT (-73.45352 41.41908)
200535,2020,06/15/2021,Groton,301 BUDDINGTON RD LOT 37,32830.00,5000.00,6.566,Residential,Single Family,02 - Love and Affection,PRIVATE SALE,,
200639,2020,07/28/2021,Groton,4 TYLER AVE,259770.00,650000.00,0.399646154,Residential,Single Family,,,,POINT (-72.07229 41.32148)
2000504,2020,09/01/2021,Cheshire,141 VICTORIA DR,382400.00,650000.00,0.588307692,Residential,Condo,,,,POINT (-72.87833 41.55957)
200380,2020,04/08/2021,Groton,1 CENTER ST,196350.00,488000.00,0.402356557,Residential,Single Family,,,,POINT (-71.99344 41.33522)
200105,2020,01/19/2021,Colchester,8 WINTERBERRY DR,240100.00,375000.00,0.6402,Residential,Single Family,,,,POINT (-72.28565 41.54183)
200190,2020,05/05/2021,Colchester,41 LAKEVIEW DR,145200.00,380000.00,0.382105263,Residential,Single Family,25 - Other,,"PER MLS CLOSING PRICE = $390,000",
200139,2020,12/22/2020,East Lyme,22 LATIMER DR,174510.00,336100.00,0.5192,Residential,Single Family,,,,POINT (-72.21075 41.37513)
200226,2020,12/18/2020,Enfield,106 RAFFIA RD,145570.00,240000.00,0.6065,Residential,Single Family,,,,
200732,2020,03/22/2021,Danbury,19 GRANDVIEW DR,72500.00,35000.00,2.0714,Vacant Land,,25 - Other,RATIO TOO HIGH / E10060,,POINT (-73.49664 41.41335)
201494,2020,07/28/2021,Greenwich,20 EAST LYON FARM DRIVE,632170.00,1250000.00,0.5057,Residential,Condo,,,,
20546,2020,08/05/2021,Darien,289 WEST AVE,447790.00,639000.00,0.7007,Residential,Single Family,,,,POINT (-73.49725 41.07079)
200070,2020,04/13/2021,Beacon Falls,95 DORCHESTER COURT,70590.00,152000.00,0.4644,Residential,Condo,,,,
200387,2020,12/22/2020,Danbury,67 JEFFERSON AV,129400.00,275500.00,0.4696,Residential,Single Family,,H16184,,POINT (-73.45827 41.38544)
200428,2020,04/16/2021,Glastonbury,85 SPRING ST,137900.00,249900.00,0.5518,Residential,Single Family,,,,
201494,2020,09/09/2021,Danbury,6 GRANVILLE AV,455700.00,535000.00,0.8517,Residential,Four Family,,I13126,,
2000037,2020,10/22/2020,Cheshire,155 S MERIDEN RD,277350.00,500000.00,0.5547,Residential,Single Family,,,,POINT (-72.87808 41.50178)
200085,2020,02/03/2021,Canton,18 SPOONWOOD DRIVE,154640.00,245630.00,0.6295,Residential,Condo,,,,POINT (-72.91777 41.8314)
200449,2020,04/26/2021,Glastonbury,1492 MAIN ST,347000.00,775000.00,0.4477,Residential,Single Family,,,,
200502,2020,01/19/2021,Danbury,32 WOOSTER HEIGHTS,160900.00,290000.00,0.5548,Residential,Single Family,,H17085,,POINT (-73.46396 41.37871)
200499,2020,02/01/2021,Manchester,326 REDWOOD ROAD,150900.00,257000.00,0.5871,Residential,Single Family,,,,POINT (-72.5566 41.74948)
20087,2020,11/20/2020,Bethel,20 COPPER SQUARE,289660.00,448000.00,0.6465,Residential,Condo,,,,POINT (-73.38511 41.41743)
20808,2020,08/09/2021,East Hartford,22 DELMONT RD,135200.00,220000.00,0.6145,Residential,Single Family,01 - Family,,,POINT (-72.58594 41.78469)
200637,2020,03/31/2021,Bristol,17 KENNEY ST,113960.00,190000.00,0.5997,Residential,Single Family,,,,POINT (-72.89849 41.67114)
200458,2020,05/17/2021,Groton,82 CROWN KNOLL CT S156,49350.00,118400.00,0.4168,Residential,Condo,10 - A Will,SOLD BY EXECUTORS DEED AFTER DEATH OF RESIDENT,,
200000428,2020,09/24/2021,Brookfield,17 HOMESTEAD LN,85720.00,170000.00,0.5042,Residential,Condo,,,,POINT (-73.40216 41.44218)
20359,2020,02/18/2021,East Hartford,11 NORTHFIELD DR,134390.00,250000.00,0.5375,Residential,Single Family,,,,POINT (-72.58421 41.75848)
200725,2020,03/18/2021,Danbury,22A VIRGINIA AV 3,106000.00,170000.00,0.6235,Residential,Condo,,J11167-3,,
20663,2020,06/30/2021,East Hartford,7 ARBUTUS ST,88890.00,160000.00,0.5555,Residential,Single Family,01 - Family,,,
200758,2020,03/22/2021,Greenwich,87 VALLEYWOOD ROAD,570220.00,2200000.00,0.2591,Residential,Single Family,25 - Other,NOT LISTED,,POINT (-73.60238 41.04415)
200369,2020,12/15/2020,Greenwich,51 FOREST AVENUE UN63,462980.00,200000.00,2.3149,Residential,Condo,06 - Portion of Property,,,
20149,2020,01/11/2021,Darien,52 BLUEBERRY LANE,874230.00,1320950.00,0.6618,Residential,Single Family,,,,POINT (-73.49177 41.09954)
200239,2020,12/29/2020,Enfield,20 LITCHFIELD DR,135970.00,299900.00,0.453384461,Residential,Single Family,07 - Change in Property,,RECENTLY UPDATED KITCHEN PER MLS,POINT (-72.57876 41.9583)
200200,2020,11/09/2020,Greenwich,1 MILBANK AVENUE UN1B,679070.00,1015000.00,0.669,Residential,Condo,,,,POINT (-73.62301 41.03427)
200055,2020,02/09/2021,Goshen,160 HAGEMAN SHEAN ROAD,353980.00,850000.00,0.4164,Residential,Single Family,28 - Use Assessment,,,
20003,2020,10/26/2020,Franklin,234 PLEASURE HILL RD,145270.00,175000.00,0.830114286,Residential,Single Family,,,,POINT (-72.13605 41.64773)
200038,2020,11/24/2020,Canton,2 ORCHARD HILL ROAD,287870.00,435000.00,0.6617,Residential,Single Family,,,,
200562,2020,02/03/2021,Danbury,19  MILL RD,263600.00,415000.00,0.635180723,Residential,Single Family,25 - Other,AFFORDABLE HOUSING / B15001-20-19,INCORRECT DATA PER TOWN RECORDS,POINT (-73.53692 41.38822)
200630,2020,07/23/2021,Groton,3 WATER ST UNIT 304,0.00,600000.00,0,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION,,
200392,2020,07/12/2021,Avon,2 BRAMBLE BUSH,211790.00,375000.00,0.5647,Residential,Condo,,,,POINT (-72.81444 41.80798)
200206,2020,07/06/2021,Litchfield,27 NEWTON RD,125600.00,310000.00,0.4051,Residential,Single Family,,,,POINT (-73.10336 41.70098)
200348,2020,04/27/2021,Farmington,8 ESSEX CT,372800.00,535000.00,0.6968,Residential,Single Family,,,,
200975,2020,05/24/2021,Danbury,81 COALPIT HILL RD H,100900.00,165000.00,0.6115,Residential,Condo,,J16061-8,,
200714,2020,07/14/2021,Enfield,30 LAURIE DR,101380.00,250000.00,0.4055,Residential,Single Family,07 - Change in Property,,,POINT (-72.56535 42.02598)
20826,2020,06/01/2021,Hartford,56 EAST ST,57000.00,140000.00,0.4071,Residential,Single Family,16 - Charitable Group,,,POINT (-72.67917 41.77742)
200738,2020,09/01/2021,Branford,72 STANNARD AVE,203700.00,385000.00,0.529,Residential,Single Family,,,,POINT (-72.82757 41.26773)
200989,2020,05/10/2021,Greenwich,100 STRICKLAND ROAD UN10,440370.00,785000.00,0.5609,Residential,Condo,,,,POINT (-73.59776 41.03096)
200206,2020,12/23/2020,Groton,70 NOANK LEDYARD RD,112700.00,150500.00,0.748837209,Residential,Single Family,07 - Change in Property,CHANGE AFTER SALE-ASSESSOR,,POINT (-71.9986 41.35395)
200003,2020,10/01/2020,Glastonbury,3039 MAIN ST,2011100.00,2300000.00,0.8743,Commercial,,,,,
200076,2020,12/16/2020,Litchfield,NORTHFIELD RD,67700.00,117000.00,0.5786,Vacant Land,,,,,
200139,2020,03/12/2021,East Haddam,136 DANIEL PECK RD,306410.00,525000.00,0.5836,Residential,Single Family,,,,
20435,2020,03/23/2021,East Hartford,207 MAIN ST,94070.00,191000.00,0.492513089,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #20061,POINT (-72.63007 41.73757)
200170,2020,01/28/2021,Avon,88 NEW ROAD,198700.00,322000.00,0.617,Residential,Single Family,,,,
20852,2020,06/08/2021,Hartford,820 PROSPECT AVE,211718.00,9000.00,23.5242,Residential,Single Family,08 - Part Interest,,,POINT (-72.71566 41.77287)
200163,2020,04/05/2021,East Haddam,MAPLE AVE,2970.00,67000.00,0.0443,Vacant Land,,28 - Use Assessment,,,
200871,2020,06/03/2021,Bristol,27 VINCENT RD,101360.00,190000.00,0.5334,Residential,Single Family,,,,
2000367,2020,06/14/2021,Cheshire,15 MONARCH CT,125060.00,953159.00,0.1312,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,
200652,2020,08/17/2021,East Haven,5 SHORT BEACH RD,82250.00,215000.00,0.38255814,Residential,Single Family,,,GOOD SALE PER MLS,POINT (-72.85272 41.25928)
20662,2020,04/21/2021,Hartford,129 STANDISH ST,44975.00,80500.00,0.5586,Residential,Two Family,11 - Court Order,(NO CONVEYANCE) FORECLOSURE BY SALE,,
200687,2020,04/14/2021,Bristol,279 REDSTONE HILL RD UN 37B,40110.00,76000.00,0.5277,Residential,Condo,,,,
200497,2020,06/01/2021,East Haven,92 COE AVE,129370.00,235000.00,0.5505,Residential,Single Family,,,,
20051,2020,08/05/2021,Franklin,ROUTE 32,96450.00,125000.00,0.7716,Vacant Land,,25 - Other,MULTIPLE LOTS PURCHASED,,
200042,2020,11/09/2020,Litchfield,1219 BANTAM RD,154010.00,299000.00,0.515,Residential,Single Family,,,,POINT (-73.25438 41.72097)
200007,2020,10/27/2020,Chester,226-6 MIDDLESEX AVE,282450.00,537000.00,0.5259,Residential,Single Family,,,,POINT (-72.44706 41.42352)
201420,2020,07/16/2021,Greenwich,33R ORCHARD STREET,577080.00,2199000.00,0.262428377,Residential,Single Family,07 - Change in Property,,NEW CONSTRUCTION PER MLS,
200339,2020,03/19/2021,Groton,130 OCEAN VIEW AVE,185500.00,320000.00,0.5796875,Residential,Single Family,07 - Change in Property,CHANGE AFTER SALE-ASSESSOR,,
200035,2020,10/29/2020,Colchester,160 SHADBUSH DR,223900.00,392000.00,0.5711,Residential,Single Family,,,,
200281,2020,05/11/2021,Avon,172 ARCH ROAD,196460.00,355000.00,0.5534,Residential,Single Family,,,,
200845,2020,05/28/2021,Bristol,52 IRVING ST UN 2,29330.00,63500.00,0.4618,Residential,Condo,,,,
200163,2020,06/17/2021,Essex,27 NORTH MAIN ST #4,156300.00,256500.00,0.6093,Residential,Condo,,,,
200840,2020,04/20/2021,Danbury,5 CENTENNIAL DR,276200.00,565000.00,0.4888,Residential,Single Family,,D10064,,
200122,2020,08/25/2021,Bethany,165 FAIRWOOD RD,179630.00,230000.00,0.781,Residential,Single Family,07 - Change in Property,BOUGHT PROPERTY THEN TRANSFERRED 2.77 ACRES TO SELF AND THEN SOLD PROPERTY,,POINT (-73.00521 41.43507)
201178,2020,07/07/2021,Danbury,7 PRINCE ST,201900.00,356000.00,0.5671,Residential,Two Family,,H13187,,POINT (-73.46504 41.40115)
201091,2020,08/03/2021,Manchester,224 WALEK FARMS ROAD,173100.00,405000.00,0.4274,Residential,Single Family,,,,POINT (-72.53044 41.75437)
200090,2020,11/09/2020,Guilford,1443 LITTLE MEADOW RD,362580.00,650000.00,0.5578,Residential,Single Family,,,,
2000010,2020,12/22/2020,Hampton,87 SO BROOK RD,171270.00,350000.00,0.4893,Residential,Single Family,,,,POINT (-72.08202 41.70372)
20053,2020,09/09/2021,Colebrook,71 BEECH HILL ROAD,161700.00,20000.00,8.085,Residential,Single Family,01 - Family,,,
200060,2020,09/02/2021,Canaan,101 RT 126,189400.00,410000.00,0.4619,Residential,Single Family,,,,POINT (-73.3446 41.95223)
201392,2020,08/23/2021,Danbury,143 BRENTWOOD CI,18200.00,496325.00,0.0366,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION / B16001-25,,POINT (-72.47402 41.70162)
200004,2020,10/13/2020,East Granby,27 OLD COUNTY HIGHWAY,152700.00,262000.00,0.5828,Residential,Single Family,,,,POINT (-72.74034 41.91363)
200024,2020,11/24/2020,Beacon Falls,13 THIRD STREET,15510.00,13000.00,1.193,Residential,Single Family,25 - Other,MOBILE HOME VERY OLD,,
200495,2020,06/02/2021,Groton,68-6 BUDDINGTON RD,42630.00,98000.00,0.435,Residential,Condo,,,,POINT (-72.04618 41.36378)
20568,2020,05/24/2021,East Hartford,74 EVANS AVE,87400.00,170000.00,0.5141,Residential,Single Family,,,,
200401,2020,06/23/2021,Guilford,203 NORTONTOWN RD,253440.00,475000.00,0.5335,Residential,Single Family,,,,
200737,2020,09/29/2021,East Haven,256 TYLER ST,127760.00,210000.00,0.6083,Residential,Single Family,,,,
2000327,2020,05/18/2021,Cheshire,23 WOODRIDGE CT,77040.00,135000.00,0.5706,Residential,Condo,,,,
201317,2020,08/03/2021,Danbury,166 OLD BROOKFIELD RD 24A6,79900.00,197000.00,0.4055,Residential,Condo,,L09031-142,,
20235,2020,03/22/2021,Bethel,150 PUTNAM PARK ROAD 44/47A/19,231360.00,395000.00,0.585721519,Residential,Single Family,28 - Use Assessment,150 PUTNAM PARK ROAD 44/47A/19 & 35/47A/195,,POINT (-73.38161 41.34421)
200039,2020,01/12/2021,Harwinton,114 MEADOWVIEW DR,310070.00,537100.00,0.5773,Residential,Single Family,,,,POINT (-73.0205 41.79319)
200536,2020,06/18/2021,East Haven,52 SECOND AVE,187830.00,378000.00,0.4969,Residential,Two Family,,,,POINT (-72.86721 41.24717)
201699,2020,09/08/2021,Greenwich,720000,536200.00,720000.00,0.7447,Residential,Condo,,,,
200000254,2020,05/07/2021,Brookfield,1087 FEDERAL RD UNIT 1 & 2,157150.00,620000.00,0.253467742,Industrial,,25 - Other,,ASSESSMENT FOR ONE UNIT ONLY,POINT (-73.41748 41.50045)
20018,2020,12/22/2020,Eastford,163 UNION RD,150530.00,230000.00,0.6544,Residential,Single Family,,,,
201582,2020,08/12/2021,Greenwich,4 OLD CAMP LANE,1497090.00,4000000.00,0.3742,Residential,Single Family,,,,
20231,2020,03/16/2021,Bethel,7 ANDREWS STREET,241780.00,428000.00,0.5649,Residential,Two Family,,,,
200114,2020,11/20/2020,East Haven,69 PONDVIEW TERR,178290.00,305000.00,0.5845,Residential,Single Family,,,,POINT (-72.87296 41.29348)
200953,2020,06/21/2021,Bristol,26 MARTIN RD,94010.00,140000.00,0.6715,Residential,Single Family,,,,POINT (-72.97684 41.67985)
200175,2020,07/02/2021,Essex,32 RIVER ROAD DR,615700.00,1462500.00,0.420991453,Residential,Single Family,07 - Change in Property,,PER MLS 930 SQ FT FINISHED BASEMENT AREA,
201091,2020,07/27/2021,Bristol,129 LUFKIN LN,193550.00,405900.00,0.4768,Residential,Single Family,,,,
200189,2020,07/06/2021,East Windsor,NORTH RD,1950.00,50000.00,0.039,Vacant Land,,28 - Use Assessment,,,
2000168,2020,02/02/2021,Cheshire,105 WINTHROP DR,168490.00,239000.00,0.7049,Residential,Single Family,,,,
10047,2001,04/10/2002,Kent,80 N MAIN ST B3A1,73400.00,140000.00,0.524285714,,,,,,
2020127,2020,02/02/2021,Ansonia,37 WOODBRIDGE AVE,110400.00,333000.00,0.331531532,Residential,Two Family,07 - Change in Property,"HIGH SALE, INT/EXT UPDATES BUT VALID",,
